gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
GPR22	500763	753	12	2857950	574218	0	4	0	0	31	17	20236914	3.037659e-01	1
CT62	276800	462	10	918486	182646	0	2	0	0	50	73	41318730	3.040331e-01	1
C7orf50	769674	346	35	1290348	286452	0	4	0	0	50	63	35186292	3.043185e-01	1
IL22RA1	812508	235	33	3738330	863298	0	11	3	0	25	42	18749466	3.045298e-01	1
FPR1	436280	690	-24	2233800	543996	0	7	2	0	17	34	12434382	3.045312e-01	1
ZNF354C	718142	781	-4	3889440	528228	0	12	1	0	50	89	43465806	3.048150e-01	1
MRPL23	827096	481	53	1048572	212868	0	4	1	0	26	45	21204018	3.059561e-01	1
SEMA3G	1078407	229	62	5095692	1235160	0	13	2	0	8	7	6489846	3.061081e-01	1
SRFBP1	70781	809	-4	2978838	490122	0	3	0	0	15	8	11730078	3.061130e-01	1
METAP2	441602	328	18	3323106	558450	0	9	1	0	32	33	19566774	3.063245e-01	1
LHFPL3	324628	895	5	1549206	340326	0	3	0	0	5	1	5714586	3.065616e-01	1
TIMM13	1604277	267	35	649116	128772	0	2	0	0	50	89	44312022	3.068706e-01	1
FNTA	304258	559	12	2672676	412596	0	8	1	0	25	27	16461792	3.071315e-01	1
AGPS	378489	434	26	4550382	850158	0	8	0	0	23	18	18909774	3.073990e-01	1
SATB2	104340	978	2	4939326	952650	0	11	3	0	16	12	8678970	3.076031e-01	1
PPAP2B	39932	563	7	2102400	409968	0	7	0	0	50	91	50213196	3.076563e-01	1
CLDN16	163494	373	9	2022246	432306	0	6	2	0	9	11	6895872	3.078515e-01	1
UGT2B7	21319	782	12	3608244	628092	0	5	1	0	9	5	10958760	3.085800e-01	1
IL22RA2	124672	436	50	1857996	286452	0	5	0	0	50	89	44661546	3.088491e-01	1
CTNNB1	305811	448	8	5211324	1111644	0	6	0	0	9	2	7303212	3.089878e-01	1
TINAG	58216	617	4	3336246	529542	0	8	2	0	10	7	6032574	3.096532e-01	1
CST2	159399	889	-45	961848	183960	0	5	1	0	11	8	3670002	3.097724e-01	1
MICALCL	445785	318	-1	4606884	964476	0	14	1	0	50	99	41402826	3.099709e-01	1
SERPINB5	200746	166	24	2589894	437562	0	2	1	0	50	21	34955028	3.104140e-01	1
C16orf70	1093307	150	47	2961756	530856	0	8	0	0	50	93	42753618	3.104631e-01	1
GGH	137738	789	-12	2240370	358722	0	5	0	0	50	88	41551308	3.107570e-01	1
SUPT3H	68471	830	4	2568870	419166	0	5	0	0	50	70	39958740	3.107629e-01	1
SLC5A4	498785	580	-34	4405842	955278	0	13	2	0	39	47	22239450	3.114594e-01	1
FBXW12	1401411	263	32	3308652	565020	0	10	2	0	50	116	42213564	3.118411e-01	1
C12orf5	295315	860	33	1852740	341640	0	2	0	0	50	28	31252176	3.124934e-01	1
IGSF10	36173	606	6	17221284	3645036	0	18	5	0	18	20	21209274	3.127072e-01	1
PTPRK	107062	714	4	9866826	1856682	0	20	5	0	42	56	33342750	3.127392e-01	1
STIM2	116073	934	37	5236290	955278	0	7	1	0	50	30	40136130	3.128693e-01	1
C5orf15	568918	269	60	1752876	365292	0	5	0	0	50	63	33489918	3.129182e-01	1
PLA2G4D	680403	360	46	5495148	1166832	0	13	2	0	45	82	37853712	3.135434e-01	1
TDG	1190703	281	40	2865834	469098	0	14	0	0	7	19	7120566	3.136683e-01	1
KIF9	816399	242	46	5479380	967104	0	14	1	0	2	3	3964338	3.140433e-01	1
TLX3	269453	434	25	1861938	466470	0	5	1	0	50	57	31059018	3.140837e-01	1
COX7A2	394127	423	-3	787086	164250	0	2	0	0	50	75	38509398	3.144860e-01	1
SERF2	784327	286	37	444132	55188	0	2	0	0	43	69	37944378	3.147517e-01	1
OSBPL6	150530	526	16	6704028	1214136	0	8	2	0	26	14	18551052	3.149212e-01	1
TMEM177	337284	441	29	1955232	515088	0	5	1	0	14	18	12278016	3.149972e-01	1
CCDC96	459652	426	70	3671316	717444	0	12	1	0	50	89	35347914	3.156532e-01	1
OXTR	158952	534	3	2475576	609696	0	9	1	0	50	62	32621364	3.162711e-01	1
CAPZB	811050	429	41	1911870	324558	0	4	1	0	50	74	37134954	3.167513e-01	1
IFLTD1	200328	517	1	3018258	545310	0	6	0	0	21	25	18469584	3.171543e-01	1
RNF183	426351	312	26	1241730	290394	0	4	1	0	37	45	23286708	3.173619e-01	1
LYRM4	128806	502	24	1232532	244404	0	1	0	0	50	24	38812932	3.174546e-01	1
FLT1	198131	693	41	9763020	1773900	0	21	6	0	15	9	8740728	3.175092e-01	1
OR51E2	207755	972	-1	2044584	496692	0	6	0	0	39	63	32980086	3.178735e-01	1
TMEM134	1392213	215	53	1336338	277254	0	5	0	0	21	31	13435650	3.178822e-01	1
PAM	206242	550	9	6698772	1240416	0	14	1	0	4	1	3404574	3.180510e-01	1
TFAM	152882	326	-7	1730538	279882	0	4	0	0	50	84	42661638	3.182970e-01	1
TLE4	45472	956	-9	5233662	1068282	0	9	0	0	5	1	3734388	3.183862e-01	1
CD226	64726	630	40	2298186	421794	0	6	1	0	32	35	22133016	3.186722e-01	1
TMED6	1202748	125	20	1634616	302220	0	5	0	0	50	83	33747462	3.194624e-01	1
DDX17	1313632	177	31	4865742	1034118	0	13	0	0	6	11	7057494	3.197737e-01	1
TMEM213	352046	385	7	734526	153738	0	2	0	0	50	65	33098346	3.197979e-01	1
NME6	1054170	263	37	1324512	270684	0	5	0	0	50	83	34932690	3.198617e-01	1
PDCL2	237456	456	32	1744992	223380	0	3	0	0	50	89	49971420	3.210420e-01	1
CCR8	159083	507	38	2388852	428364	0	3	0	0	50	55	39684114	3.211154e-01	1
TSC2	1722112	181	44	12021786	2668734	0	24	5	0	38	56	32860512	3.213311e-01	1
OLFML2A	1076828	207	26	4287582	934254	0	17	3	0	50	99	36998298	3.213708e-01	1
SCP2	609222	386	23	3878928	657000	0	9	0	0	12	19	13668228	3.216985e-01	1
RPL30	625892	272	35	830448	131400	0	2	0	0	50	79	42702372	3.221126e-01	1
IGSF3	691376	359	23	8025912	1658268	0	22	3	0	42	72	37719684	3.223446e-01	1
TAS2R41	371260	379	1	2013048	415224	0	5	1	0	50	69	37094220	3.224744e-01	1
SERP1	503198	347	15	476982	72270	0	2	0	0	50	77	42137352	3.225845e-01	1
GCA	70731	856	-5	1541322	250974	0	5	0	0	50	99	38586924	3.227018e-01	1
MRPL1	159162	508	15	2283732	370548	0	5	1	0	50	73	38194038	3.229085e-01	1
PLBD1	339369	778	7	3793518	679338	0	8	2	0	18	24	16527492	3.230038e-01	1
BATF	691659	175	49	859356	155052	0	3	0	0	50	45	26540172	3.231891e-01	1
UBE2D3	380953	471	41	1252242	208926	0	4	0	0	50	113	42408036	3.232050e-01	1
SLC16A4	403650	479	31	3295512	635976	0	5	2	0	32	22	16992648	3.233731e-01	1
DNAJB12	822407	145	45	2737062	579474	0	5	0	0	29	38	29346876	3.234129e-01	1
TUBGCP3	273358	399	11	6233616	1145808	0	11	2	0	50	65	45181890	3.239263e-01	1
FGFBP1	175145	435	33	1567602	295650	0	3	0	0	50	100	45853344	3.240259e-01	1
C1QL4	2137968	175	37	1490076	404712	0	5	0	0	29	50	26494182	3.241434e-01	1
C6orf201	181759	353	22	978930	164250	0	2	0	0	50	56	38088918	3.242452e-01	1
SOX21	154313	759	41	1714770	474354	0	2	1	0	50	20	33270480	3.244944e-01	1
ANP32B	466644	269	42	1830402	219438	0	6	0	0	50	75	36542340	3.246346e-01	1
FIBIN	176115	648	-17	1412550	258858	0	5	1	0	11	41	13142628	3.247186e-01	1
SLC31A1	437406	312	17	1304802	243090	0	4	1	0	20	15	9860256	3.248033e-01	1
CACNB2	74282	408	4	5156136	990756	0	14	3	0	11	8	6767100	3.249312e-01	1
ANKRD39	822597	392	46	1216764	270684	0	3	1	0	17	21	15055812	3.250570e-01	1
PROZ	759371	229	38	2705526	534798	0	5	1	0	11	3	8293968	3.250599e-01	1
OR6C68	802038	706	3	2090574	411282	0	4	0	0	32	38	24826716	3.252460e-01	1
RASL12	688371	189	44	1769958	377118	0	5	0	0	38	73	35827524	3.254592e-01	1
LDLRAP1	562107	424	19	2107656	412596	0	6	1	0	50	78	38370114	3.255300e-01	1
MTX3	319253	795	31	2143134	413910	0	4	1	0	16	7	9941724	3.255593e-01	1
TMPRSS11F	211571	812	-6	2980152	580788	0	10	2	0	11	10	7157358	3.267292e-01	1
COG2	379098	568	3	5094378	910602	0	8	0	0	5	3	6994422	3.268203e-01	1
PRB4	311837	673	-1	1555776	436248	0	4	0	0	26	38	14706288	3.268558e-01	1
OR10A3	105341	679	6	2041956	438876	0	4	1	0	50	83	45210798	3.276229e-01	1
TSPAN2	595238	555	4	1509786	319302	0	3	0	0	50	104	52228872	3.276663e-01	1
SPC24	1808766	233	33	1365246	248346	0	4	0	0	50	77	39484386	3.277105e-01	1
MC2R	133238	815	-2	1942092	407340	0	4	2	0	9	6	6116670	3.282387e-01	1
BHMT	164477	578	36	2769912	512460	0	5	1	0	50	49	36190188	3.284723e-01	1
MOBP	161535	694	18	600498	67014	0	3	1	0	5	4	1528182	3.285920e-01	1
CLLU1	NaN	NaN	NaN	838332	123516	0	5	1	0	8	33	7556814	3.286943e-01	1
CBX3	915230	445	43	1320570	182646	0	4	0	0	50	83	43293672	3.287844e-01	1
HUS1B	138359	674	23	1763388	441504	0	3	0	0	50	39	37091592	3.290739e-01	1
SLC38A6	220020	527	-2	3801402	705618	0	8	0	0	37	43	27111762	3.290908e-01	1
IFI44	85210	732	-5	3048480	543996	0	7	2	0	50	66	43047954	3.292250e-01	1
DRD1	178213	729	14	2876346	647802	0	5	1	0	50	61	40094082	3.292809e-01	1
UGT3A1	155890	614	-4	3681828	722700	0	8	1	0	50	75	40783932	3.294534e-01	1
ATP5C1	199228	475	16	2091888	381060	0	4	1	0	50	64	35232282	3.299420e-01	1
MSGN1	135007	1245	10	1236474	290394	0	2	0	0	50	12	41451444	3.302220e-01	1
PRL	13319	831	-2	1538694	311418	0	3	1	0	28	28	21759840	3.304916e-01	1
LRRC29	1109491	150	46	1467738	350838	0	4	0	0	50	63	36517374	3.310197e-01	1
CISD1	153256	357	-17	754236	126144	0	2	0	0	50	48	39810258	3.314023e-01	1
C19orf59	688482	384	31	1345536	204984	0	4	0	0	50	100	42139980	3.314899e-01	1
CYP4B1	658240	475	8	3505752	659628	0	12	2	0	36	70	21772980	3.319132e-01	1
CSF2	362855	407	21	992070	187902	0	3	0	0	50	65	39548772	3.328663e-01	1
TRIM27	161027	558	30	3487356	638604	0	5	1	0	28	23	24732108	3.333752e-01	1
DPF3	317807	599	41	2474262	437562	0	6	0	0	50	53	32432148	3.334511e-01	1
OR6X1	92984	637	-1	1995966	466470	0	3	0	0	50	66	39517236	3.339454e-01	1
ANKRD46	1144761	214	67	1536066	300906	0	4	1	0	25	33	16937460	3.342163e-01	1
OR2A12	222080	812	-11	2035386	413910	0	5	0	0	25	33	15850782	3.345034e-01	1
CALCOCO1	1501666	272	56	4708062	894834	0	12	3	0	18	33	15202980	3.352428e-01	1
KCNN2	7106	987	0	3827682	818622	0	10	2	0	14	24	11467278	3.352522e-01	1
PHLDA2	552601	256	34	993384	228636	0	3	0	0	50	88	39852306	3.353985e-01	1
AKAP11	183147	411	51	12906108	2204892	0	17	2	0	10	4	6526638	3.354263e-01	1
C2orf80	321897	440	5	1363932	249660	0	4	0	0	24	37	18415710	3.355525e-01	1
EGLN1	362960	518	3	2797506	611010	0	8	0	0	3	2	3022200	3.359878e-01	1
PBXIP1	1612870	224	35	4877568	998640	0	13	0	0	15	21	12292470	3.359932e-01	1
MYBL2	382727	276	24	4723830	939510	0	10	1	0	21	23	15891516	3.359976e-01	1
TH	837088	579	38	3503124	809424	0	5	1	0	12	6	9015354	3.361831e-01	1
SEPT8	717720	356	59	3654234	566334	0	6	0	0	11	5	6502986	3.363133e-01	1
APLF	227462	617	22	3555684	575532	0	7	0	0	44	44	30507138	3.363180e-01	1
APPL1	427002	389	33	4991886	831762	0	6	0	0	13	3	6489846	3.370093e-01	1
C1orf210	1091212	264	30	725328	194472	0	2	0	0	50	87	40885110	3.371547e-01	1
COQ2	344601	218	40	2713410	676710	0	7	1	0	50	56	35432010	3.372648e-01	1
PTPRR	157760	458	-26	4491252	833076	0	12	0	0	1	3	3706794	3.378023e-01	1
KLF17	865527	167	38	2554416	551880	0	6	2	0	21	20	13020426	3.380315e-01	1
SHISA3	197282	646	24	1528182	366606	0	3	1	0	50	47	35543700	3.382587e-01	1
C14orf182	689076	154	46	746352	136656	0	2	0	0	50	38	31077414	3.386498e-01	1
AMOTL1	332670	472	-7	6391296	1279836	0	17	4	0	21	46	20130480	3.393543e-01	1
GLRX5	209037	509	35	1015722	240462	0	4	1	0	6	3	3087900	3.393627e-01	1
GRXCR2	394778	568	-4	1704258	279882	0	5	1	0	50	87	30056436	3.398410e-01	1
CCNJ	518423	857	35	2595150	484866	0	2	0	0	50	9	31752810	3.398658e-01	1
MRO	240974	355	12	2065608	346896	0	7	0	0	50	123	40534272	3.402287e-01	1
CREB5	58752	518	26	3583278	668826	0	4	1	0	13	7	10561932	3.403223e-01	1
N4BP3	821697	248	39	3489984	848844	0	8	2	0	20	19	15878376	3.407344e-01	1
PTH2	2173457	290	44	613638	203670	0	2	0	0	50	77	38500200	3.407963e-01	1
TMEM14E	194580	402	35	822564	176076	0	2	0	0	50	52	37157292	3.408720e-01	1
MTRR	66042	1013	-9	4905162	981558	0	11	1	0	48	73	37643472	3.411225e-01	1
ZBTB7B	1612870	224	35	3445308	833076	0	9	3	0	50	81	34918236	3.412315e-01	1
S100A4	1454773	186	26	731898	93294	0	2	0	0	50	89	36383346	3.413824e-01	1
MDM4	420144	185	39	3416400	559764	0	5	0	0	28	24	20184354	3.415397e-01	1
MIOX	1075525	207	42	1988082	361350	0	7	1	0	12	24	10170360	3.417341e-01	1
VGLL4	186722	488	35	2170728	454644	0	3	1	0	50	41	37207224	3.417351e-01	1
B3GNT6	368988	395	37	2409876	638604	0	6	0	0	27	28	23207868	3.417437e-01	1
LY6D	427585	373	34	852786	190530	0	2	0	0	50	61	31947282	3.418555e-01	1
ZNF229	725569	528	-49	5654142	889578	0	17	4	0	50	164	54450846	3.424649e-01	1
HAVCR1	138350	1207	11	2387538	574218	0	1	1	0	50	12	38598750	3.433042e-01	1
CNOT4	579978	407	19	4530672	890892	0	10	1	0	50	80	40546098	3.433703e-01	1
HIST1H1C	408919	685	43	1353420	344268	0	16	3	0	9	22	2516310	3.434769e-01	1
ZNF233	618477	671	-31	4684410	647802	0	13	2	0	50	69	31708134	3.434889e-01	1
NBPF3	563178	283	37	4428180	706932	0	4	0	0	7	2	8995644	3.436703e-01	1
PCF11	308252	305	10	10423962	2001222	0	12	0	0	18	7	11808918	3.442936e-01	1
C1orf101	716278	590	1	6589710	1141866	0	10	0	0	5	0	3838194	3.443401e-01	1
PLA2G3	731144	218	40	3352014	731898	0	8	1	0	13	24	13430394	3.443760e-01	1
P2RY13	67416	548	15	2361258	453330	0	3	1	0	50	38	40914018	3.448446e-01	1
CX3CR1	159083	507	38	2587266	487494	0	6	2	0	10	10	6294060	3.449116e-01	1
SIX2	74076	508	23	1886904	425736	0	4	2	0	9	2	5195556	3.450241e-01	1
SLC12A2	257189	531	24	8125776	1710828	0	14	2	0	50	51	37081080	3.454057e-01	1
TMEM184C	71637	343	9	2995920	559764	0	3	2	0	8	2	7424100	3.460801e-01	1
C7orf63	134871	1140	2	6604164	1053828	0	13	3	0	13	5	7292700	3.462652e-01	1
PEX2	66156	757	2	2077434	345582	0	4	1	0	10	6	7785450	3.462818e-01	1
RAB21	260669	431	-3	1555776	289080	0	6	1	0	50	90	37159920	3.462854e-01	1
FAM19A4	263741	842	-15	977616	176076	0	4	1	0	30	71	24029118	3.463622e-01	1
C11orf88	401074	326	18	1386270	229950	0	2	0	0	50	42	36623808	3.464910e-01	1
GSX1	338630	610	36	1676664	433620	0	6	2	0	35	55	27395586	3.465016e-01	1
RCN3	2080142	210	41	2225916	430992	0	6	2	0	50	88	42243786	3.469450e-01	1
KIF12	244063	558	0	3400632	798912	0	11	4	0	50	83	34116696	3.472249e-01	1
UBA52	1394856	259	48	896148	162936	0	2	1	0	50	124	52040970	3.473746e-01	1
TATDN3	331599	445	22	1956546	366606	0	5	0	0	50	109	53306352	3.475122e-01	1
AQP5	1033911	220	48	1675350	453330	0	8	1	0	50	122	40275414	3.481356e-01	1
C3orf62	1661046	201	34	1823832	310104	0	5	2	0	14	22	10586898	3.481847e-01	1
FBXO4	113456	795	23	2718666	471726	0	5	0	0	50	40	35480628	3.487545e-01	1
ITSN2	380538	378	37	11903526	2022246	0	18	2	0	15	12	14172804	3.490494e-01	1
ATP6V0C	2085452	321	49	981558	269370	0	3	0	0	50	84	40823352	3.492049e-01	1
EHF	1039672	320	12	2156274	300906	0	6	0	0	7	4	4295466	3.494657e-01	1
RHOV	1036414	172	51	1528182	361350	0	4	0	0	31	48	23004198	3.495712e-01	1
UQCRB	217849	671	12	810738	103806	0	2	0	0	50	119	44401374	3.498074e-01	1
WDFY2	246186	384	46	2785680	491436	0	6	1	0	50	49	36823536	3.506330e-01	1
GAS1	129795	431	10	2149704	578160	0	6	2	0	31	35	23502204	3.509980e-01	1
CCDC93	195266	578	-2	4501764	722700	0	14	1	0	50	67	34437312	3.514091e-01	1
GLB1L3	270350	623	21	4507020	848844	0	13	3	0	11	8	5646258	3.517414e-01	1
PLLP	701043	125	43	1186542	287766	0	4	0	0	50	67	39096756	3.517508e-01	1
LPHN3	11170	1494	-18	9898362	1922382	0	28	9	0	12	17	7508196	3.518433e-01	1
CRY1	169569	473	18	4012956	735840	0	6	1	0	33	22	22192146	3.519104e-01	1
IFT88	399247	434	27	5923512	925056	0	9	2	0	12	8	9540954	3.519117e-01	1
GPR27	86859	605	6	2273220	688536	0	4	1	0	23	15	19926810	3.522863e-01	1
CDO1	384075	759	1	1408608	218124	0	4	0	0	50	88	42121584	3.523897e-01	1
ARID4B	550877	297	22	9176976	1416492	0	18	4	0	21	18	13603842	3.527606e-01	1
ERRFI1	387339	207	26	3023514	658314	0	8	0	0	19	23	15858666	3.532451e-01	1
SMG5	2266205	211	33	6906384	1332396	0	17	0	0	6	4	3613500	3.535540e-01	1
C17orf77	698491	504	10	1593882	340326	0	6	1	0	50	98	36828792	3.535814e-01	1
ADH6	167884	786	-3	2559672	499320	0	4	1	0	50	62	39598704	3.538955e-01	1
SLC10A7	60942	1043	16	2394108	522972	0	1	0	0	50	12	35371566	3.542127e-01	1
OR11G2	371813	563	-29	2221974	500634	0	5	0	0	43	64	32072112	3.545776e-01	1
LRRC52	262572	574	-22	2059038	432306	0	6	2	0	38	82	34781580	3.549903e-01	1
HOXD8	242935	874	15	1907928	396828	0	7	0	0	50	84	36375462	3.555222e-01	1
BATF3	399829	364	30	860670	169506	0	4	1	0	23	41	16238412	3.556374e-01	1
RFX2	1209062	392	33	4872312	1014408	0	19	5	0	24	47	18438048	3.563415e-01	1
SLC3A1	433205	522	29	4722516	785772	0	8	0	0	23	17	17242308	3.565748e-01	1
RASSF4	75634	905	25	2236428	407340	0	3	1	0	42	29	32236362	3.566742e-01	1
FABP1	180956	612	6	911916	139284	0	3	0	0	50	69	32667354	3.569443e-01	1
ZMYND10	843769	206	51	3028770	563706	0	7	3	0	9	6	5612094	3.572704e-01	1
DGKH	191275	407	57	8401716	1534752	0	15	3	0	41	44	30964410	3.574803e-01	1
OAZ1	1603571	240	27	1530810	324558	0	5	1	0	50	95	42758874	3.575132e-01	1
HIST1H2BH	390169	544	57	821250	185274	0	9	2	0	11	21	2471634	3.575313e-01	1
SERPINB3	174293	370	-5	2722608	433620	0	7	0	0	50	72	40539528	3.576275e-01	1
MYO1E	773032	386	43	7755228	1271952	0	14	4	0	9	11	8906292	3.579912e-01	1
CALCRL	61297	453	1	3262662	505890	0	4	0	0	50	30	31459788	3.585647e-01	1
SPDYA	481869	238	32	2231172	336384	0	5	0	0	50	74	33537222	3.598644e-01	1
IFNA7	193208	498	-3	1283778	219438	0	2	0	0	50	67	34296714	3.601253e-01	1
RILPL2	1129277	177	47	1420434	282510	0	4	0	0	50	90	37653984	3.606036e-01	1
SPINK1	137041	470	2	570276	97236	0	1	0	0	50	61	32980086	3.608446e-01	1
ISG20	393645	605	14	1191798	274626	0	4	0	0	50	106	39953484	3.609942e-01	1
TMEM196	187539	874	-4	1143180	257544	0	3	0	0	50	68	33696216	3.610590e-01	1
LRRC61	315538	514	32	1629360	420480	0	5	1	0	14	23	11335878	3.613493e-01	1
LPXN	237619	644	-4	2759400	454644	0	6	0	0	13	17	10468638	3.614356e-01	1
MPZ	735152	293	41	1654326	366606	0	5	1	0	25	41	18038592	3.614945e-01	1
KDM3B	1254629	209	42	11617074	2516310	0	37	10	0	31	77	29124810	3.615855e-01	1
RILPL1	1039355	424	49	2748888	499320	0	11	2	0	33	57	24734736	3.619705e-01	1
ORMDL2	1909014	256	38	1028862	214182	0	2	0	0	50	87	44883612	3.620019e-01	1
ANO5	51558	935	-7	6397866	1028862	0	17	3	0	29	48	23080410	3.623777e-01	1
RSRC1	196207	1080	-3	2313954	421794	0	3	0	0	14	3	7834068	3.624676e-01	1
CCND3	467876	186	41	1902672	449388	0	9	2	0	50	87	34041798	3.624779e-01	1
HLA-DPA1	1479000	431	28	1754190	350838	0	7	0	0	50	106	34245468	3.627769e-01	1
NDUFB4	317876	449	0	943452	197100	0	5	0	0	50	111	42365988	3.630133e-01	1
STEAP4	155853	454	-6	3015630	653058	0	5	0	0	4	1	3254778	3.630590e-01	1
C19orf25	2352825	221	38	767376	191844	0	2	0	0	50	71	35777592	3.632811e-01	1
TM4SF20	248187	164	18	1553148	296964	0	3	0	0	50	44	35981262	3.633656e-01	1
RAET1E	423805	245	34	1790982	332442	0	5	1	0	50	90	36878724	3.633677e-01	1
TNFRSF8	517022	191	35	3959082	892206	0	15	1	0	9	22	10134882	3.636455e-01	1
FAM167A	483148	520	43	1395468	310104	0	4	1	0	9	7	5028678	3.636632e-01	1
OR2G2	204354	957	-25	2040642	463842	0	6	0	0	24	60	25266906	3.638583e-01	1
OTX2	191584	1012	-7	1948662	421794	0	5	1	0	50	64	37443744	3.644588e-01	1
BCAN	1851672	180	37	6069366	1446714	0	16	0	0	3	4	4392702	3.651878e-01	1
CREBL2	791567	157	32	850158	135342	0	2	0	0	50	81	44302824	3.652779e-01	1
AMT	1585328	201	32	2719980	622836	0	6	0	0	45	54	30834324	3.654514e-01	1
ANKS6	298496	375	12	5663340	1363932	0	10	4	0	50	67	40613112	3.654534e-01	1
PNP	464497	395	17	1951290	387630	0	4	0	0	20	21	12143988	3.655506e-01	1
UBL4B	571576	400	29	1161576	223380	0	3	0	0	50	78	36199386	3.656334e-01	1
RBBP9	414549	436	23	1299546	222066	0	4	0	0	50	82	44067618	3.656664e-01	1
ART4	340728	578	-4	2115540	394200	0	8	1	0	49	81	28604466	3.656714e-01	1
DNAJB9	171249	838	6	1566288	220752	0	4	0	0	50	84	33417648	3.662994e-01	1
DYDC1	352963	598	18	1300860	170820	0	2	0	0	50	72	46769202	3.663907e-01	1
HRC	2011861	267	47	4924872	651744	0	13	3	0	50	89	40233366	3.663965e-01	1
GFER	1747301	183	46	1358676	291708	0	6	0	0	50	80	36933912	3.666620e-01	1
SNTN	155962	905	-12	1022292	181332	0	4	0	0	50	97	44923032	3.667291e-01	1
RND3	53679	438	5	1693746	290394	0	2	0	0	50	42	33333552	3.670394e-01	1
GSDMC	258154	428	13	3553056	596556	0	8	1	0	50	90	39705138	3.674494e-01	1
KCTD9	178615	515	22	2701584	488808	0	3	0	0	50	33	38621088	3.676439e-01	1
CCDC15	409881	760	21	6669864	993384	0	5	0	0	7	2	7949700	3.680186e-01	1
OLFML1	108110	869	11	2684502	513774	0	4	0	0	50	47	38686788	3.680192e-01	1
LCORL	271221	1064	26	4476798	821250	0	6	3	0	17	3	9477882	3.680601e-01	1
OR11H4	371637	528	-29	2097144	462528	0	5	0	0	47	85	35853804	3.683532e-01	1
ENO1	800628	171	28	2965698	579474	0	6	2	0	13	17	12990204	3.686092e-01	1
RAD54L	690472	205	31	5108832	977616	0	7	0	0	10	3	6856452	3.687277e-01	1
GINS4	325055	496	29	1582056	257544	0	3	0	0	50	70	39727476	3.688549e-01	1
UBR5	504282	414	39	19021464	3668688	0	52	5	0	2	6	4922244	3.689077e-01	1
TSPAN15	660613	400	40	1995966	403398	0	5	0	0	21	40	21386664	3.691650e-01	1
RABGAP1	340132	482	34	7467462	1231218	0	15	3	0	48	57	30476916	3.691918e-01	1
FKBP8	1394856	259	48	2727864	620208	0	7	2	0	38	96	43573554	3.696198e-01	1
OR51I2	99042	1030	1	1998594	479610	0	6	2	0	13	7	5669910	3.698066e-01	1
TREML2	227466	611	41	2085318	495378	0	8	0	0	7	8	5131170	3.698518e-01	1
C1orf74	220312	429	18	1734480	404712	0	2	0	0	50	53	39324078	3.700716e-01	1
RPS3A	214920	335	26	1838286	314046	0	2	0	0	50	40	34707996	3.702202e-01	1
SCN5A	366751	578	25	13647204	2790936	0	31	5	0	2	5	5597640	3.703731e-01	1
SHARPIN	2720766	211	27	2478204	675396	0	10	2	0	25	50	20550960	3.708813e-01	1
XDH	99156	725	18	9037692	1852740	0	18	4	0	4	4	4990572	3.709668e-01	1
TM9SF3	790373	642	24	4069458	729270	0	9	0	0	22	42	27144612	3.712667e-01	1
S100A7L2	1140114	279	38	814680	107748	0	4	0	0	50	95	34401834	3.715275e-01	1
SNX25	295066	528	30	5939280	880380	0	9	3	0	22	23	17787618	3.717986e-01	1
TAF13	989913	215	18	885636	136656	0	2	0	0	50	73	32647644	3.718129e-01	1
TMEM154	165925	507	44	1311372	202356	0	2	1	0	14	5	7969410	3.718344e-01	1
S1PR3	248480	646	4	2449296	538740	0	7	1	0	30	35	19277694	3.721206e-01	1
TIAM2	120675	362	27	11476476	2194380	0	21	5	0	8	7	7752600	3.723878e-01	1
HIST1H2BJ	227588	622	29	830448	181332	0	8	1	0	6	12	2750202	3.724251e-01	1
MND1	202295	238	27	1501902	201042	0	1	0	0	50	23	34704054	3.724961e-01	1
GNG12	476287	228	-7	507204	89352	0	1	0	0	50	93	40739256	3.725278e-01	1
CHST15	149497	632	19	3838194	655686	0	5	0	0	27	19	20539134	3.726501e-01	1
TRAF3IP1	295666	345	32	4809240	814680	0	10	2	0	26	16	17146386	3.727062e-01	1
TMEM8C	1858670	315	39	1486134	316674	0	7	2	0	9	13	4668642	3.727669e-01	1
MRPS9	168425	599	-3	2762028	478296	0	8	3	0	14	17	7898454	3.727694e-01	1
C3orf72	345888	340	21	1085364	323244	0	2	0	0	50	68	39460734	3.727767e-01	1
ATP8B4	278209	408	-21	8283456	1405980	0	18	3	0	34	51	30055122	3.727925e-01	1
TBX19	410552	299	20	2957814	660942	0	8	0	0	4	5	4687038	3.736883e-01	1
SH3BP4	133390	408	-10	6304572	1327140	0	18	5	0	20	33	14710230	3.740953e-01	1
EPGN	172790	402	18	932940	160308	0	1	0	0	50	37	32827662	3.743367e-01	1
PLEKHJ1	1603571	240	27	1051200	189216	0	3	0	0	50	95	42758874	3.744398e-01	1
C8orf58	757216	224	45	2349432	599184	0	6	0	0	30	44	28886976	3.747140e-01	1
FCN1	237562	489	35	2225916	441504	0	3	2	0	23	12	13133430	3.752417e-01	1
ADNP	386595	367	36	7454322	1273266	0	13	4	0	18	17	13757580	3.756802e-01	1
DRAM1	340236	238	17	1612278	335070	0	4	1	0	40	57	31258746	3.758336e-01	1
SHISA4	736064	208	24	1299546	303534	0	6	2	0	5	29	9031122	3.765225e-01	1
